year,section,type,Champ,Art.,prog,proj/act,Ligne,code,fr_label,ar_label,amount_previous,amount_proposed,amount_approved
2023,Fonctionnement,recettes,40.0,10.0,0.0,,0.0,40.10.00,Commerce et industrie,ﺍﻟﺘﺠﺎﺭﺓ ﻮﺍﻟﺼﻧﺎﻋﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,10.0,40.10.10,Recettes Fiscales,ﻣﺪﺍﺧﻴﻞ ﻀﺮﻳﺑﻴﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,11.0,40.10.11,Taxe sur les débits de boissons,ﺍﻟﻀﺮﻳﺑﺔ ﻋﻠﻰ ﻣﺤﻼﺕ ﺑﻴﻊ ﺍﻟﻣﺷﺮﻮﺑﺎﺕ   ,250000.0,300000.0,300000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,12.0,40.10.12,Taxe sur les fermetures tardives et ouvertures matinales,,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,13.0,40.10.13,Taxe sur les colporteurs vendant sur la voie publique,,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,14.0,40.10.14,Taxe sur les eaux minérales et de table,,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,15.0,40.10.15,Taxe sur lextraction des produits de carrières,ﺍﻟﺮﺴﻢ ﺍﻟﻣﻔﺮﻮﺾ ﻋﻠﻰ ﺍﺴﺘﺧﺮﺍﺝ ﻣﻮﺍﺪ ﺍﻟﻣﻘﺎﻟﻊ ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,16.0,40.10.16,Impôt des patentes,ﻀﺮﻳﺑﺔ ﺍﻟﺘﺠﺎﺭﺓ   ,20000.0,20000.0,20000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,17.0,40.10.17,Patente des marchés ruraux,,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,18.0,40.10.18,Taxe principale dabattage,ﻀﺮﻳﺑﺔ ﺍﻟﺬﺑﺢ,450000.0,500000.0,500000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,19.0,40.10.19,Taxe de sacrification,ﺭﺴﻮﻢ ﺍﻷﻀﺎﺤﻲ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,23.0,40.10.23,Surtaxe destampillage des tapis,ﺍﻟﺮﺴﻢ ﺍﻹﻀﺎﻓﻲ ﺍﻟﻣﻔﺮﻮﺾ ﻋﻠﻰ ﻄﺑﻊ ﺍﻟﺰﺭﺍﺑﻲ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,24.0,40.10.24,Produits du casino,,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,25.0,40.10.25,Taxe Professionnelle,ﺍﻟﺮﺴﻢ ﺍﻟﻣﻬﻧﻲ,4000000.0,3000000.0,3000000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,20.0,40.10.20,Recettes Patrimoniales,ﻣﺪﺍﺧﻴﻞ ﺍﻷﻣﻼﻙ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,21.0,40.10.21,Droits perçus sur les marchés et lieux de vente publics,ﻮﺍﺠﺑﺎﺕ ﻣﻘﺑﻮﻀﺔ ﻓﻲ ﺍﻷﺴﻮﺍﻖ ﻮﺴﺎﺤﺎﺕ ﺍﻟﺑﻴﻊ ﺍﻟﻌﻣﻮﻣﻴﺔ         ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,22.0,40.10.22,Droits perçus aux marchés aux bestiaux,ﻮﺍﺠﺑﺎﺕ ﺃﺴﻮﺍﻖ ﺍﻟﺑﻬﺎﺋﻢ     ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,23.0,40.10.23,Droits de stationnement et dentrée aux souks hebdomadaires,ﻮﺍﺠﺑﺎﺕ ﺍﻟﻮﻗﻮﻑ ﻮﺍﻟﺪﺧﻮﻝ ﺇﻟﻰ ﺍﻷﺴﻮﺍﻖ ﺍﻷﺴﺑﻮﻋﻴﺔ    ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,24.0,40.10.24,Droits perçus sur dautres lieux de vente publiques,ﻮﺍﺠﺑﺎﺕ ﻣﻘﺑﻮﻀﺔ ﺑﺴﺎﺤﺎﺕ ﺃﺧﺮﻯ ﻟﻠﺑﻴﻊ ﺍﻟﻌﻣﻮﻣﻲ       ,45000.0,100000.0,100000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,25.0,40.10.25,Produit de location et dexploitation des biens relevant de la CL,ﻣﻧﺘﻮﺝ ﻛﺮﺍﺀ ﻮﺍﺴﺘﻐﻼﻝ ﻣﻮﺍﺪ ﻓﻲ ﺤﻮﺯﺓ ﺍﻟﺠﻣﺎﻋﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,26.0,40.10.26,Produit de location des locaux à usage commercial ou professionnel,ﻲ ﻣﻧﺘﻮﺝ ﻛﺮﺍﺀ ﻣﺤﻼﺕ ﺗﺠﺎﺭﻳﺔ ﺃﻮ ﻣﺧﺼﺼﺔ ﻟﻣﺰﺍﻮﻟﺔ ﻧﺷﺎﻄ ﻣﻬﻧ     ,1500000.0,2500000.0,2500000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,27.0,40.10.27,Produit daffermage des souks communaux,ﻣﻧﺘﻮﺝ ﺇﻳﺠﺎﺭ ﺍﻷﺴﻮﺍﻖ ﺍﻟﺠﻣﺎﻋﻴﺔ,800400.0,900000.0,900000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,28.0,40.10.28,Produit des bains douches,ﻣﻧﺘﻮﺝ ﺍﻟﺤﻣﺎﻣﺎﺕ ﻮﺍﻟﺮﺷﺎﺷﺎﺕ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,29.0,40.10.29,Produit de lexploitation de terrains,ﻣﻧﺘﻮﺝ ﺍﺴﺘﻐﻼﻝ ﺍﻷﺭﺍﻀﻲ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,30.0,40.10.30,Produit du domaine forestier relevant du territoire communal,ﻣﻧﺘﻮﺝ ﺍﻟﻣﻠﻙ ﺍﻟﻐﺎﺑﻮﻱ ﺍﻟﺘﺎﺑﻊ ﻟﻠﺠﻣﺎﻋﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,31.0,40.10.31,Produit de location dautres biens,ﻣﻧﺘﻮﺝ ﻛﺮﺍﺀ ﻋﻘﺎﺭﺍﺕ ﺃﺧﺮﻯ ﻮﻣﺧﺘﻠﻑ ﺍﻷﻛﺮﻳﺔ,50000.0,60000.0,60000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,32.0,40.10.32,Concession des services communaux,ﺍﻣﺘﻴﺎﺯ ﺍﻟﻣﺮﺍﻓﻖ ﺍﻟﺠﻣﺎﻋﻴﺔ,0.0,345400.0,345400
2023,Fonctionnement,recettes,40.0,10.0,0.0,,33.0,40.10.33,Concession pour distribution deau,ﺤﻖ ﺍﻹﻣﺘﻴﺎﺯ ﻓﻲ ﺗﻮﺯﻳﻊ ﺍﻟﻣﺎﺀ ﺍﻟﻌﺬﺏ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,34.0,40.10.34,Concession pour distribution dénergie,ﺤﻖ ﺍﻹﻣﺘﻴﺎﺯ ﻓﻲ ﺗﻮﺯﻳﻊ ﺍﻟﻄﺎﻗﺔ ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,35.0,40.10.35,Concession dexploitation des buvettes municipales,ﺤﻖ ﺍﻹﻣﺘﻴﺎﺯ ﻓﻲ ﺍﺴﺘﻐﻼﻝ ﺍﻟﻣﺷﺎﺭﺏ ﻮﺍﻟﺤﺎﻧﺎﺕ ﺍﻟﺑﻠﺪﻳﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,36.0,40.10.36,Produits des autres concessions,ﻣﺤﺎﺼﻴﻞ ﺍﻣﺘﻴﺎﺯﺍﺕ ﺃﺧﺮﻯ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,37.0,40.10.37,Redevance doccupation temporaire du domaine public communal pour un usage commercial industriel ou professionnel,ﻷﻏﺮﺍﺾ ﺗﺠﺎﺭﻳﺔ ﺃﻮ ﺼﻧﺎﻋﻴﺔ ﺃﻮ ﻣﻬﻧﻴﺔ ﺍﻟﺮﺴﻢ ﺍﻟﻣﻔﺮﻮﺾ ﻋﻠﻰ ﺷﻐﻞ ﺍﻷﻣﻼﻙ ﺍﻟﺠﻣﺎﻋﻴﺔ ﺍﻟﻌﺎﻣﺔ ﻣﺆﻗﺘﺎ,900000.0,1000000.0,1000000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,38.0,40.10.38,Redevance doccupation temporaire du domaine public communal par des biens meubles et immeubles liés à lexercice dun commerce dune industrie,ﻣﻬﻧﻴﺔ ﺕ ﺃﻮ ﻋﻘﺎﺭﺍﺕ ﺗﺮﺗﺑﻄ ﺑﻣﻣﺎﺭﺴﺔ ﺃﻋﻣﺎﻝ ﺗﺠﺎﺭﻳﺔ ﺃﻮ ﺼﻧﺎﻋﻴﺔ ﺃﻮ ﺍﻟﺮﺴﻢ ﺍﻟﻣﻔﺮﻮﺾ ﻋﻠﻰ ﺷﻐﻞ ﺍﻷﻣﻼﻙ ﺍﻟﺠﻣﺎﻋﻴﺔ ﻣﺆﻗﺘﺎ ﺑﻣﻧﻘﻮﻻ       ,500000.0,500000.0,500000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,39.0,40.10.39,Produit de lexploitation de terrains agricoles,ﻣﻧﺘﻮﺝ ﺍﺴﺘﻐﻼﻝ ﺍﻷﺭﺍﻀﻲ ﺍﻟﻔﻼﺤﻴﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,30.0,40.10.30,Recettes des services rémunérés,ﻣﺪﺍﺧﻴﻞ ﻣﻘﺎﺑﻞ ﺧﺪﻣﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,31.0,40.10.31,Droit déquarrissage,,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,32.0,40.10.32,Taxe déchaudage des porcs et des abats,ﺭﺴﻮﻢ ﺇﻳﻐﺎﺭ ﺍﻟﺧﻧﺎﺯﻳﺮ ﻮﺍﻷﺤﺷﺎﺀ      ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,33.0,40.10.33,Fournitures darmes et munitions,ﺍﻟﺘﺰﻮﻳﺪ ﺑﺎﻟﺴﻼﺡ ﻮﺍﻟﻌﺪﺓ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,34.0,40.10.34,Taxe sur les visites vétérinaires à loccasion des abattages exceptionnels,ﺍﻟﺮﺴﻢ ﺍﻟﻣﻔﺮﻮﺾ ﻋﻠﻰ ﻓﺤﺺ ﻟﺤﻮﻢ ﺍﻟﺬﺑﺢ ﺍﻹﺴﺘﺜﻧﺎﺋﻲ      ,1000.0,5000.0,5000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,35.0,40.10.35,Taxe dutilisation de la triperie,ﺭﺴﻮﻢ ﻣﻐﺴﻞ ﺍﻷﻣﻌﺎﺀ,42000.0,50000.0,50000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,36.0,40.10.36,Taxe frigorifique,ﺭﺴﻮﻢ ﺍﻟﺘﺑﺮﻳﺪ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,37.0,40.10.37,Taxe de stabulation,ﺭﺴﻮﻢ ﺍﻟﺮﺑﻄ ﺑﺎﻹﺴﻄﺑﻞ,22000.0,25000.0,25000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,38.0,40.10.38,Droit de criée,ﺤﻘﻮﻖ ﺍﻟﺴﻣﺴﺮﺓ ,0.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,39.0,40.10.39,Redevances sur les recettes des mandataires du marché de gros des fruits et légumes,ﻮﺍﻟﻔﻮﺍﻛﻪ ﺍﻟﺮﺴﻮﻢ ﺍﻟﻣﻔﺮﻮﻀﺔ ﻋﻠﻰ ﻣﺪﺍﺧﻴﻞ ﻮﻛﻼﺀ ﺍﻟﺑﻴﻊ ﺑﺎﻟﺠﻣﻠﺔ ﻟﻠﺧﻀﺮ       ,2900000.0,3500000.0,3500000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,40.0,40.10.40,Redevances sur les recettes des mandataires des halles aux poissons,ﺍﻟﺮﺴﻮﻢ ﺍﻟﻣﻔﺮﻮﻀﺔ ﻋﻠﻰ ﻣﺪﺍﺧﻴﻞ ﻮﻛﻼﺀ ﺃﺴﻮﺍﻖ ﺍﻟﺴﻣﻙ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,41.0,40.10.41,Redevances sur les halles aux peaux et cuir,ﺍﻟﺮﺴﻮﻢ ﺍﻟﻣﻔﺮﻮﻀﺔ ﻋﻠﻰ ﺃﺴﻮﺍﻖ ﺍﻟﺠﻠﻮﺪ,0.0,20000.0,20000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,42.0,40.10.42,Produit du poids public et taxe de pesage et de mesurage,ﻣﻧﺘﻮﺝ ﺍﻟﻣﻮﺍﺯﻳﻦ ﺍﻟﻌﻣﻮﻣﻴﺔ ﻮﻀﺮﻳﺑﺔ ﺍﻟﻮﺯﻦ ﻮﺍﻟﻜﻴﻞ,180000.0,100000.0,100000
2023,Fonctionnement,recettes,40.0,10.0,0.0,,43.0,40.10.43,Produit de lexploitation du service des eaux,ﻣﻧﺘﻮﺝ ﺍﺴﺘﻐﻼﻝ ﻣﺼﻠﺤﺔ ﺍﺴﺘﻐﻼﻝ ﺍﻟﻣﻴﺎﻩ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,10.0,0.0,,44.0,40.10.44,Produit de lexploitation du service de distribution de lénergie électrique,ﻣﻧﺘﻮﺝ ﺍﺴﺘﻐﻼﻝ ﻣﺼﻠﺤﺔ ﺗﻮﺯﻳﻊ ﺍﻟﻄﺎﻗﺔ ﺍﻟﻜﻬﺮﺑﺎﺋﻴﺔ  ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,10.0,0.0,,45.0,40.10.45,Taxe sur les viandes foraines,ﺭﺴﻮﻢ ﻟﺤﻮﻢ ﺍﻷﺴﻮﺍﻖ,100.0,100.0,100
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,40.10.00,Total de larticle  10 - Commerce et industrie,مجموع - ﺍﻟﺘﺠﺎﺭﺓ ﻮﺍﻟﺼﻧﺎﻋﺔ,11661400.0,12926500.0,12926500
2023,Fonctionnement,recettes,40.0,20.0,0.0,,0.0,40.20.00,Transport,ﺍﻟﻧﻘﻞ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,20.0,0.0,,10.0,40.20.10,Recettes Fiscales,ﻣﺪﺍﺧﻴﻞ ﻀﺮﻳﺑﻴﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,20.0,0.0,,11.0,40.20.11,Taxe sur les licences de taxis et de cars de transport public de voyageurs,ﻼﺕ ﺍﻟﻧﻘﻞ ﺍﻟﻌﺎﻢ ﻟﻠﻣﺴﺎﻓﺮﻳﻦ ﺍﻟﺮﺴﻢ ﺍﻟﻣﻔﺮﻮﺾ ﻋﻠﻰ ﺍﺴﺘﻐﻼﻝ ﺭﺧﺺ ﺴﻴﺎﺭﺍﺕ ﺍﻷﺠﺮﺓ ﻮﺤﺎﻓ,4000.0,5000.0,5000
2023,Fonctionnement,recettes,40.0,20.0,0.0,,12.0,40.20.12,cm3 cylindrée est égale ou supérieure à 125 Taxe sur les motocyclettes dont la 125,     ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,20.0,0.0,,15.0,40.20.15,Taxe additionnelle à la taxe spéciale annuelle sur les véhicules automobiles,ﺍﻟﺮﺴﻢ ﺍﻹﻀﺎﻓﻲ ﺇﻟﻰ ﺍﻟﺮﺴﻢ ﺍﻟﺴﻧﻮﻱ ﺍﻟﺧﺎﺺ ﻋﻠﻰ ﺍﻟﺴﻴﺎﺭﺍﺕ         ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,20.0,0.0,,16.0,40.20.16,Taxe sur le transport public de voyageurs ca,ﺍﻟﺮﺴﻢ ﻋﻠﻰ ﺍﻟﻧﻘﻞ ﺍﻟﻌﻣﻮﻣﻲ ﻟﻠﻣﺴﺎﻓﺮﻳﻦ,160000.0,170000.0,170000
2023,Fonctionnement,recettes,40.0,20.0,0.0,,20.0,40.20.20,Recettes Patrimoniales,ﻣﺪﺍﺧﻴﻞ ﺍﻷﻣﻼﻙ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,20.0,0.0,,21.0,40.20.21,Concession pour transport urbain,ﺤﻖ ﺍﻹﻣﺘﻴﺎﺯ ﻓﻲ ﺍﻟﻧﻘﻞ ﺍﻟﺤﻀﺮﻱ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,20.0,0.0,,22.0,40.20.22,Concession pour transport de viandes,ﺤﻖ ﺍﻹﻣﺘﻴﺎﺯ ﻓﻲ ﻧﻘﻞ ﺍﻟﻠﺤﻮﻢ,40000.0,50000.0,50000
2023,Fonctionnement,recettes,40.0,20.0,0.0,,23.0,40.20.23,Concession pour transport de poissons,ﺤﻖ ﺍﻹﻣﺘﻴﺎﺯ ﻓﻲ ﻧﻘﻞ ﺍﻷﺴﻣﺎﻙ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,20.0,0.0,,24.0,40.20.24,Concession pour lexploitation des aires et parcs de stationnement,ﺤﻖ ﺍﻹﻣﺘﻴﺎﺯ ﻓﻲ ﺍﺴﺘﻐﻼﻝ ﺴﺎﺤﺎﺕ ﻮﺃﻣﺎﻛﻦ ﺍﻟﻮﻗﻮﻑ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,20.0,0.0,,30.0,40.20.30,Recettes des services rémunérés,ﻣﺪﺍﺧﻴﻞ ﻣﻘﺎﺑﻞ ﺍﻟﺧﺪﻣﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,recettes,40.0,20.0,0.0,,31.0,40.20.31,Produit de la gare routière,ﻣﻧﺘﻮﺝ ﺍﻟﻣﺤﻄﺔ ﺍﻟﻄﺮﻗﻴﺔ ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,20.0,0.0,,32.0,40.20.32,Produit des garages à vélocipèdes et parc autos,ﻣﻧﺘﻮﺝ ﻣﺤﻄﺎﺕ ﻮﻗﻮﻑ ﺍﻟﺪﺭﺍﺠﺎﺕ ﻮﺍﻟﺴﻴﺎﺭﺍﺕ     ,100.0,100.0,100
2023,Fonctionnement,recettes,40.0,20.0,0.0,,33.0,40.20.33,Droit de stationnement sur les véhicules affectés à un transport public de voyageurs,ﻣﻮﻣﻲ ﻟﻠﻣﺴﺎﻓﺮﻳﻦ ﻮﺍﺠﺑﺎﺕ ﺍﻟﻮﻗﻮﻑ ﺍﻟﻣﺘﺮﺗﺑﺔ ﻋﻦ ﺍﻟﺴﻴﺎﺭﺍﺕ ﺍﻟﻣﺧﺼﺼﺔ ﻟﻠﻧﻘﻞ ﺍﻟﻌ        ,85000.0,100000.0,100000
2023,Fonctionnement,recettes,40.0,20.0,0.0,,34.0,40.20.34,Transport de viandes,ﻧﻘﻞ ﺍﻟﻠﺤﻮﻢ,100.0,100.0,100
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,40.20.00,Total de larticle  20 - Transport,مجموع - ﺍﻟﻧﻘﻞ,289600.0,325600.0,325600
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,40.00.00,Total du chapitre  40 - DOMAINE DES AFFAIRES ECONOMIQUES,مجموع - ﻣﺠﺎﻝ ﺍﻟﺷﺆﻮﻦ ﺍﻹﻗﺘﺼﺎﺪﻳﺔ,11951000.0,13252100.0,13252100
2023,Fonctionnement,recettes,50.0,0.0,0.0,,0.0,50.00.00,DOMAINE DE SOUTIEN,ﻣﺠﺎﻝ ﺍﻟﺪﻋﻢ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,10.0,0.0,,0.0,50.10.00,Produits financiers,ﻣﻧﺘﻮﺠﺎﺕ ﻣﺎﻟﻴﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,10.0,0.0,,10.0,50.10.10,Produit des intérêts des fonds placés au trésor,ﻣﻧﺘﻮﺝ ﻓﺎﺋﺪﺓ ﺍﻷﻣﻮﺍﻝ ﺍﻟﻣﻮﺪﻋﺔ ﺑﺎﻟﺧﺰﻳﻧﺔ      ,1180000.0,1200000.0,1200000
2023,Fonctionnement,recettes,50.0,10.0,0.0,,20.0,50.10.20,Produit des dividendes,ﻣﻧﺘﻮﺝ ﺍﻷﺭﺑﺎﺡ,0.0,0.0,0
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,50.10.00,Total de larticle  10 - Produits financiers,مجموع - ﻣﻧﺘﻮﺠﺎﺕ ﻣﺎﻟﻴﺔ,1180000.0,1200000.0,1200000
2023,Fonctionnement,recettes,50.0,20.0,0.0,,0.0,50.20.00,Subventions,ﺇﻣﺪﺍﺪﺍﺕ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,20.0,0.0,,10.0,50.20.10,Subvention de lEtat,,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,20.0,0.0,,20.0,50.20.20,Subventions accordées par des organismes publics,ﺇﻣﺪﺍﺪﺍﺕ ﻣﻣﻧﻮﺤﺔ ﻣﻦ ﻄﺮﻑ ﻣﺆﺴﺴﺎﺕ ﻋﻣﻮﻣﻴﺔ     ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,20.0,0.0,,30.0,50.20.30,Subventions accordées par des personnes morales,ﺇﻣﺪﺍﺪﺍﺕ ﻣﻣﻧﻮﺤﺔ ﻣﻦ ﻄﺮﻑ ﺃﺷﺧﺎﺺ ﻣﻌﻧﻮﻳﻴﻦ     ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,20.0,0.0,,40.0,50.20.40,Autres subventions,,0.0,0.0,0
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,50.20.00,Total de larticle  20 - Subventions,مجموع - ﺇﻣﺪﺍﺪﺍﺕ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,0.0,50.30.00,Fonds de concours et participations,ﺃﻣﻮﺍﻝ ﺍﻟﻣﺴﺎﻋﺪﺍﺕ ﻮﺍﻟﻣﺴﺎﻫﻣﺎﺕ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,10.0,50.30.10,Fonds de concours,,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,11.0,50.30.11,,……………………………………,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,12.0,50.30.12,,……………………………,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,13.0,50.30.13,,…………………………………………,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,20.0,50.30.20,Participations,,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,21.0,50.30.21,Participations de lEtat,,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,22.0,50.30.22,Participations des collectivités territoriales,ﻣﺴﺎﻫﻣﺎﺕ ﺍﻟﺠﻣﺎﻋﺎﺕ ﺍﻟﺘﺮﺍﺑﻴﺔ  ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,23.0,50.30.23,Participations des groupements et les établissements de coopération intercommunale,ﻣﺴﺎﻫﻣﺎﺕ ﺍﻟﻣﺠﻣﻮﻋﺎﺕ ﻮﻣﺆﺴﺴﺎﺕ ﺍﻟﺘﻌﺎﻮﻦ ﺑﻴﻦ ﺍﻟﺠﻣﺎﻋﺎﺕ    ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,24.0,50.30.24,Participations des établissements et autres organismes publics,ﻣﺴﺎﻫﻣﺎﺕ ﺍﻟﻣﺆﺴﺴﺎﺕ ﻮﺍﻟﻬﻴﺋﺎﺕ ﺍﻟﻌﻣﻮﻣﻴﺔ ﺍﻷﺧﺮﻯ     ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,30.0,0.0,,25.0,50.30.25,Autes participations,ﻣﺴﺎﻫﻣﺎﺕ ﺃﺧﺮﻯ,0.0,0.0,0
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,50.30.00,Total de larticle  30 - Fonds de concours et participations,مجموع - ﺃﻣﻮﺍﻝ ﺍﻟﻣﺴﺎﻋﺪﺍﺕ ﻮﺍﻟﻣﺴﺎﻫﻣﺎﺕ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,40.0,0.0,,0.0,50.40.00,Recettes accidentelles,ﻣﺪﺍﺧﻴﻞ ﻄﺎﺭﺋﺔ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,40.0,0.0,,10.0,50.40.10,Dons et legs non grevés de charges,ﻫﺑﺎﺕ ﻮﻮﺼﺎﻳﺎ ﻻﺗﺷﺘﻣﻞ ﻋﻠﻰ ﺗﺤﻣﻼﺕ   ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,40.0,0.0,,20.0,50.40.20,Avertissements taxés,ﺇﻧﺬﺍﺭﺍﺕ ﻣﺮﺴﻣﺔ ,100.0,100.0,100
2023,Fonctionnement,recettes,50.0,40.0,0.0,,30.0,50.40.30,Produit de la sous location dimmeubles loués pour les besoins de service,ﻋﻘﺎﺭﺍﺕ ﺍﺴﺘﺠﺮﺗﻬﺎ ﺍﻟﺠﻣﺎﻋﺔ ﻟﺴﺪ ﺤﺎﺠﻴﺎﺕ ﻣﺼﺎﻟﺤﻬﺎ ﺍﻟﻣﺘﺤﺼﻞ ﻣﻦ ﻛﺮﺍﺀ      ,0.0,0.0,0
2023,Fonctionnement,recettes,50.0,40.0,0.0,,40.0,50.40.40,Recettes imprévues et diverses,ﻣﺪﺍﺧﻴﻞ ﻣﺧﺘﻠﻔﺔ ﻮﻄﺎﺭﺋﺔ   ,1200000.0,1389030.0,1389030
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,50.40.00,Total de larticle  40 - Recettes accidentelles,مجموع - ﻣﺪﺍﺧﻴﻞ ﻄﺎﺭﺋﺔ,1200100.0,1389130.0,1389130
2023,Fonctionnement,recettes,0.0,0.0,0.0,,0.0,50.00.00,Total du chapitre  50 - DOMAINE DE SOUTIEN,مجموع - ﻣﺠﺎﻝ ﺍﻟﺪﻋﻢ,2380100.0,2589130.0,2589130
2023,Fonctionnement,recettes,60.0,0.0,0.0,,0.0,60.00.00,DOMAINE DE CONSOLIDATION DE RESULTATS,ﻣﺠﺎﻝ ﺗﺪﻋﻴﻢ ﺍﻟﻧﺘﺎﺋﺞ,0.0,0.0,0
2023,Fonctionnement,recettes,60.0,10.0,0.0,,0.0,60.10.00,Recettes dordre,,0.0,0.0,0
2023,Fonctionnement,recettes,60.0,10.0,0.0,,10.0,60.10.10,Versement de la deuxième partie du budget,ﻣﺪﻓﻮﻉ ﺍﻟﺠﺰﺀ ﺍﻟﺜﺎﻧﻲ ﻣﻦ ﺍﻟﻣﻴﺰﺍﻧﻴﺔ    ,0.0,0.0,0
